idx,lat,lon,shape,aggTemp,aggPsal,nProf
45332,-35.5,152.5,"[[153.0, -36.0], [153.0, -35.0], [152.0, -35.0], [152.0, -36.0], [153.0, -36.0]]",21.0921429225,35.7574996948,14
45336,-35.5,156.5,"[[157.0, -36.0], [157.0, -35.0], [156.0, -35.0], [156.0, -36.0], [157.0, -36.0]]",18.4902496338,35.6882505417,4
45344,-35.5,164.5,"[[165.0, -36.0], [165.0, -35.0], [164.0, -35.0], [164.0, -36.0], [165.0, -36.0]]",16.930178506,35.6169798715,28
45346,-35.5,166.5,"[[167.0, -36.0], [167.0, -35.0], [166.0, -35.0], [166.0, -36.0], [167.0, -36.0]]",16.4435790714,35.476556233,22
45347,-35.5,167.5,"[[168.0, -36.0], [168.0, -35.0], [167.0, -35.0], [167.0, -36.0], [168.0, -36.0]]",16.0565385085,35.4547717755,13
45348,-35.5,168.5,"[[169.0, -36.0], [169.0, -35.0], [168.0, -35.0], [168.0, -36.0], [169.0, -36.0]]",16.1866098032,35.4195458947,41
45350,-35.5,170.5,"[[171.0, -36.0], [171.0, -35.0], [170.0, -35.0], [170.0, -36.0], [171.0, -36.0]]",15.6878500462,35.4296005249,20
45362,-36.5,-177.5,"[[-177.0, -37.0], [-177.0, -36.0], [-178.0, -36.0], [-178.0, -37.0], [-177.0, -37.0]]",15.7917500973,35.1592000961,20
45369,-36.5,-170.5,"[[-170.0, -37.0], [-170.0, -36.0], [-171.0, -36.0], [-171.0, -37.0], [-170.0, -37.0]]",15.046214274,35.0652860914,28
45371,-36.5,-168.5,"[[-168.0, -37.0], [-168.0, -36.0], [-169.0, -36.0], [-169.0, -37.0], [-168.0, -37.0]]",15.4432142803,35.1020014627,14
45383,-36.5,-156.5,"[[-156.0, -37.0], [-156.0, -36.0], [-157.0, -36.0], [-157.0, -37.0], [-156.0, -37.0]]",14.9904999733,34.7511672974,6
45388,-36.5,-151.5,"[[-151.0, -37.0], [-151.0, -36.0], [-152.0, -36.0], [-152.0, -37.0], [-151.0, -37.0]]",15.2089999851,,19
45391,-36.5,-148.5,"[[-148.0, -37.0], [-148.0, -36.0], [-149.0, -36.0], [-149.0, -37.0], [-148.0, -37.0]]",15.3980000569,35.1113844651,13
45393,-36.5,-146.5,"[[-146.0, -37.0], [-146.0, -36.0], [-147.0, -36.0], [-147.0, -37.0], [-146.0, -37.0]]",14.4863685056,34.7331417485,38
45394,-36.5,-145.5,"[[-145.0, -37.0], [-145.0, -36.0], [-146.0, -36.0], [-146.0, -37.0], [-145.0, -37.0]]",15.4035500526,34.9771148682,40
45399,-36.5,-140.5,"[[-140.0, -37.0], [-140.0, -36.0], [-141.0, -36.0], [-141.0, -37.0], [-140.0, -37.0]]",15.2484285491,34.8982843672,14
45402,-36.5,-137.5,"[[-137.0, -37.0], [-137.0, -36.0], [-138.0, -36.0], [-138.0, -37.0], [-137.0, -37.0]]",15.2774359385,34.883871323,39
45404,-36.5,-135.5,"[[-135.0, -37.0], [-135.0, -36.0], [-136.0, -36.0], [-136.0, -37.0], [-135.0, -37.0]]",14.4451538477,34.642861782,39
45434,-36.5,-105.5,"[[-105.0, -37.0], [-105.0, -36.0], [-106.0, -36.0], [-106.0, -37.0], [-105.0, -37.0]]",14.8822000504,33.9812667847,15
45435,-36.5,-104.5,"[[-104.0, -37.0], [-104.0, -36.0], [-105.0, -36.0], [-105.0, -37.0], [-104.0, -37.0]]",13.9212414314,34.006448943,29
45458,-36.5,-81.5,"[[-81.0, -37.0], [-81.0, -36.0], [-82.0, -36.0], [-82.0, -37.0], [-81.0, -37.0]]",13.1605000496,34.0913321177,6
45460,-36.5,-79.5,"[[-79.0, -37.0], [-79.0, -36.0], [-80.0, -36.0], [-80.0, -37.0], [-79.0, -37.0]]",13.255999883,34.0930951436,3
45463,-36.5,-76.5,"[[-76.0, -37.0], [-76.0, -36.0], [-77.0, -36.0], [-77.0, -37.0], [-76.0, -37.0]]",13.1937858037,33.9785723005,14
45489,-36.5,-50.5,"[[-50.0, -37.0], [-50.0, -36.0], [-51.0, -36.0], [-51.0, -37.0], [-50.0, -37.0]]",20.577299881,36.6184999466,20
45491,-36.5,-48.5,"[[-48.0, -37.0], [-48.0, -36.0], [-49.0, -36.0], [-49.0, -37.0], [-48.0, -37.0]]",16.4692306519,35.3417299711,26
45497,-36.5,-42.5,"[[-42.0, -37.0], [-42.0, -36.0], [-43.0, -36.0], [-43.0, -37.0], [-42.0, -37.0]]",16.9041665395,35.7845001221,6
45508,-36.5,-31.5,"[[-31.0, -37.0], [-31.0, -36.0], [-32.0, -36.0], [-32.0, -37.0], [-31.0, -37.0]]",15.0587143217,35.4912866865,7
45514,-36.5,-25.5,"[[-25.0, -37.0], [-25.0, -36.0], [-26.0, -36.0], [-26.0, -37.0], [-25.0, -37.0]]",14.7911249797,35.4751574868,24
45520,-36.5,-19.5,"[[-19.0, -37.0], [-19.0, -36.0], [-20.0, -36.0], [-20.0, -37.0], [-19.0, -37.0]]",14.6591316273,35.4122102637,38
45523,-36.5,-16.5,"[[-16.0, -37.0], [-16.0, -36.0], [-17.0, -36.0], [-17.0, -37.0], [-16.0, -37.0]]",13.6763331095,35.1081670125,6
45524,-36.5,-15.5,"[[-15.0, -37.0], [-15.0, -36.0], [-16.0, -36.0], [-16.0, -37.0], [-15.0, -37.0]]",16.1318945634,35.6155267013,19
45529,-36.5,-10.5,"[[-10.0, -37.0], [-10.0, -36.0], [-11.0, -36.0], [-11.0, -37.0], [-10.0, -37.0]]",15.4384500027,35.5415500641,20
45530,-36.5,-9.5,"[[-9.0, -37.0], [-9.0, -36.0], [-10.0, -36.0], [-10.0, -37.0], [-9.0, -37.0]]",14.8456999779,35.4594669342,30
45541,-36.5,1.5,"[[2.0, -37.0], [2.0, -36.0], [1.0, -36.0], [1.0, -37.0], [2.0, -37.0]]",13.3695714133,35.0449992589,7
45542,-36.5,2.5,"[[3.0, -37.0], [3.0, -36.0], [2.0, -36.0], [2.0, -37.0], [3.0, -37.0]]",13.6886668205,35.1158332825,6
45543,-36.5,3.5,"[[4.0, -37.0], [4.0, -36.0], [3.0, -36.0], [3.0, -37.0], [4.0, -37.0]]",16.0528572627,35.5768568856,7
45548,-36.5,8.5,"[[9.0, -37.0], [9.0, -36.0], [8.0, -36.0], [8.0, -37.0], [9.0, -37.0]]",15.4384286063,35.4805706569,7
45553,-36.5,13.5,"[[14.0, -37.0], [14.0, -36.0], [13.0, -36.0], [13.0, -37.0], [14.0, -37.0]]",16.0258497238,35.5079994202,20
45556,-36.5,16.5,"[[17.0, -37.0], [17.0, -36.0], [16.0, -36.0], [16.0, -37.0], [17.0, -37.0]]",17.7387401199,35.475259552,50
45557,-36.5,17.5,"[[18.0, -37.0], [18.0, -36.0], [17.0, -36.0], [17.0, -37.0], [18.0, -37.0]]",18.079000473,35.5046005249,5
45561,-36.5,21.5,"[[22.0, -37.0], [22.0, -36.0], [21.0, -36.0], [21.0, -37.0], [22.0, -37.0]]",17.3058331807,35.3973337809,6
45567,-36.5,27.5,"[[28.0, -37.0], [28.0, -36.0], [27.0, -36.0], [27.0, -37.0], [28.0, -37.0]]",18.696848378,35.5816052755,33
45568,-36.5,28.5,"[[29.0, -37.0], [29.0, -36.0], [28.0, -36.0], [28.0, -37.0], [29.0, -37.0]]",18.5472000885,35.5717199707,25
45573,-36.5,33.5,"[[34.0, -37.0], [34.0, -36.0], [33.0, -36.0], [33.0, -37.0], [34.0, -37.0]]",18.0009575296,35.6134895974,47
45578,-36.5,38.5,"[[39.0, -37.0], [39.0, -36.0], [38.0, -36.0], [38.0, -37.0], [39.0, -37.0]]",17.5595184609,35.6114131786,27
45585,-36.5,45.5,"[[46.0, -37.0], [46.0, -36.0], [45.0, -36.0], [45.0, -37.0], [46.0, -37.0]]",17.1545000076,,6
45586,-36.5,46.5,"[[47.0, -37.0], [47.0, -36.0], [46.0, -36.0], [46.0, -37.0], [47.0, -37.0]]",16.8936665853,,6
45587,-36.5,47.5,"[[48.0, -37.0], [48.0, -36.0], [47.0, -36.0], [47.0, -37.0], [48.0, -37.0]]",18.0811000824,35.6724006653,10
45589,-36.5,49.5,"[[50.0, -37.0], [50.0, -36.0], [49.0, -36.0], [49.0, -37.0], [50.0, -37.0]]",17.2843496323,35.5673995972,20
45591,-36.5,51.5,"[[52.0, -37.0], [52.0, -36.0], [51.0, -36.0], [51.0, -37.0], [52.0, -37.0]]",15.7350000968,35.4433851976,13
45592,-36.5,52.5,"[[53.0, -37.0], [53.0, -36.0], [52.0, -36.0], [52.0, -37.0], [53.0, -37.0]]",15.1805385443,35.4559244009,13
45597,-36.5,57.5,"[[58.0, -37.0], [58.0, -36.0], [57.0, -36.0], [57.0, -37.0], [58.0, -37.0]]",15.1344146496,35.4285509063,41
45599,-36.5,59.5,"[[60.0, -37.0], [60.0, -36.0], [59.0, -36.0], [59.0, -37.0], [60.0, -37.0]]",15.0906999111,35.4123397827,20
45616,-36.5,76.5,"[[77.0, -37.0], [77.0, -36.0], [76.0, -36.0], [76.0, -37.0], [77.0, -37.0]]",14.8274615361,35.2644618108,13
45617,-36.5,77.5,"[[78.0, -37.0], [78.0, -36.0], [77.0, -36.0], [77.0, -37.0], [78.0, -37.0]]",14.7258571897,35.2019996643,7
45620,-36.5,80.5,"[[81.0, -37.0], [81.0, -36.0], [80.0, -36.0], [80.0, -37.0], [81.0, -37.0]]",15.1294999123,35.3800230026,4
45638,-36.5,98.5,"[[99.0, -37.0], [99.0, -36.0], [98.0, -36.0], [98.0, -37.0], [99.0, -37.0]]",12.7884998322,35.1930796305,6
45652,-36.5,112.5,"[[113.0, -37.0], [113.0, -36.0], [112.0, -36.0], [112.0, -37.0], [113.0, -37.0]]",15.2420002619,35.6383336385,3
45654,-36.5,114.5,"[[115.0, -37.0], [115.0, -36.0], [114.0, -36.0], [114.0, -37.0], [115.0, -37.0]]",15.2684210225,35.5925523858,19
45655,-36.5,115.5,"[[116.0, -37.0], [116.0, -36.0], [115.0, -36.0], [115.0, -37.0], [116.0, -37.0]]",16.6196498871,35.6716678619,20
45657,-36.5,117.5,"[[118.0, -37.0], [118.0, -36.0], [117.0, -36.0], [117.0, -37.0], [118.0, -37.0]]",15.5813076313,35.6028900146,13
45660,-36.5,120.5,"[[121.0, -37.0], [121.0, -36.0], [120.0, -36.0], [120.0, -37.0], [121.0, -37.0]]",14.762333552,35.4780006409,3
45662,-36.5,122.5,"[[123.0, -37.0], [123.0, -36.0], [122.0, -36.0], [122.0, -37.0], [123.0, -37.0]]",14.4599286488,35.3326178959,14
45666,-36.5,126.5,"[[127.0, -37.0], [127.0, -36.0], [126.0, -36.0], [126.0, -37.0], [127.0, -37.0]]",13.7522195956,35.1694145203,41
45673,-36.5,133.5,"[[134.0, -37.0], [134.0, -36.0], [133.0, -36.0], [133.0, -37.0], [134.0, -37.0]]",14.9782103488,35.6077583715,19
45700,-36.5,160.5,"[[161.0, -37.0], [161.0, -36.0], [160.0, -36.0], [160.0, -37.0], [161.0, -37.0]]",16.8078001022,35.5694503784,20
45724,-37.5,-175.5,"[[-175.0, -38.0], [-175.0, -37.0], [-176.0, -37.0], [-176.0, -38.0], [-175.0, -38.0]]",15.2640000343,35.1340488434,20
45731,-37.5,-168.5,"[[-168.0, -38.0], [-168.0, -37.0], [-169.0, -37.0], [-169.0, -38.0], [-168.0, -38.0]]",14.4329999515,35.1124267578,14
45736,-37.5,-163.5,"[[-163.0, -38.0], [-163.0, -37.0], [-164.0, -37.0], [-164.0, -38.0], [-163.0, -38.0]]",14.8646999359,34.754050827,20
45742,-37.5,-157.5,"[[-157.0, -38.0], [-157.0, -37.0], [-158.0, -37.0], [-158.0, -38.0], [-157.0, -38.0]]",13.96264284,34.6185238248,84
45743,-37.5,-156.5,"[[-156.0, -38.0], [-156.0, -37.0], [-157.0, -37.0], [-157.0, -38.0], [-156.0, -38.0]]",14.4569267645,34.7422429527,41
45754,-37.5,-145.5,"[[-145.0, -38.0], [-145.0, -37.0], [-146.0, -37.0], [-146.0, -38.0], [-145.0, -38.0]]",14.9954615373,34.7127691416,13
45779,-37.5,-120.5,"[[-120.0, -38.0], [-120.0, -37.0], [-121.0, -37.0], [-121.0, -38.0], [-120.0, -38.0]]",14.2889998754,34.3521283468,3
45812,-37.5,-87.5,"[[-87.0, -38.0], [-87.0, -37.0], [-88.0, -37.0], [-88.0, -38.0], [-87.0, -38.0]]",12.6970000267,34.0432491302,4
45823,-37.5,-76.5,"[[-76.0, -38.0], [-76.0, -37.0], [-77.0, -37.0], [-77.0, -38.0], [-76.0, -38.0]]",12.5225713594,33.9706429073,14
45845,-37.5,-54.5,"[[-54.0, -38.0], [-54.0, -37.0], [-55.0, -37.0], [-55.0, -38.0], [-54.0, -38.0]]",15.9119997025,35.0680007935,1
45855,-37.5,-44.5,"[[-44.0, -38.0], [-44.0, -37.0], [-45.0, -37.0], [-45.0, -38.0], [-44.0, -38.0]]",16.6603998184,35.6451002121,20
45858,-37.5,-41.5,"[[-41.0, -38.0], [-41.0, -37.0], [-42.0, -37.0], [-42.0, -38.0], [-41.0, -38.0]]",16.392999649,35.762067159,3
45859,-37.5,-40.5,"[[-40.0, -38.0], [-40.0, -37.0], [-41.0, -37.0], [-41.0, -38.0], [-40.0, -38.0]]",15.8315263547,35.4879463597,19
45860,-37.5,-39.5,"[[-39.0, -38.0], [-39.0, -37.0], [-40.0, -37.0], [-40.0, -38.0], [-39.0, -38.0]]",15.6743498325,35.4444000244,20
45863,-37.5,-36.5,"[[-36.0, -38.0], [-36.0, -37.0], [-37.0, -37.0], [-37.0, -38.0], [-36.0, -38.0]]",16.0903329849,35.6010004679,6
45872,-37.5,-27.5,"[[-27.0, -38.0], [-27.0, -37.0], [-28.0, -37.0], [-28.0, -38.0], [-27.0, -38.0]]",14.4516665141,35.3293329875,3
45873,-37.5,-26.5,"[[-26.0, -38.0], [-26.0, -37.0], [-27.0, -37.0], [-27.0, -38.0], [-26.0, -38.0]]",13.9104735726,35.3297360069,19
45874,-37.5,-25.5,"[[-25.0, -38.0], [-25.0, -37.0], [-26.0, -37.0], [-26.0, -38.0], [-25.0, -38.0]]",14.225,,5
45896,-37.5,-3.5,"[[-3.0, -38.0], [-3.0, -37.0], [-4.0, -37.0], [-4.0, -38.0], [-3.0, -38.0]]",13.0478000641,34.9846008301,5
45911,-37.5,11.5,"[[12.0, -38.0], [12.0, -37.0], [11.0, -37.0], [11.0, -38.0], [12.0, -38.0]]",13.5266316063,35.2389476174,19
45919,-37.5,19.5,"[[20.0, -38.0], [20.0, -37.0], [19.0, -37.0], [19.0, -38.0], [20.0, -38.0]]",17.8782501221,35.4828133583,16
45923,-37.5,23.5,"[[24.0, -38.0], [24.0, -37.0], [23.0, -37.0], [23.0, -38.0], [24.0, -38.0]]",18.7551427569,35.5824290684,7
45927,-37.5,27.5,"[[28.0, -38.0], [28.0, -37.0], [27.0, -37.0], [27.0, -38.0], [28.0, -38.0]]",14.8845333735,35.3481999715,15
45928,-37.5,28.5,"[[29.0, -38.0], [29.0, -37.0], [28.0, -37.0], [28.0, -38.0], [29.0, -38.0]]",18.5964000702,35.585798645,5
45929,-37.5,29.5,"[[30.0, -38.0], [30.0, -37.0], [29.0, -37.0], [29.0, -38.0], [30.0, -38.0]]",19.0994003296,35.563999176,5
45941,-37.5,41.5,"[[42.0, -38.0], [42.0, -37.0], [41.0, -37.0], [41.0, -38.0], [42.0, -38.0]]",15.2875001431,35.4327487946,4
45946,-37.5,46.5,"[[47.0, -38.0], [47.0, -37.0], [46.0, -37.0], [46.0, -38.0], [47.0, -38.0]]",17.0749043964,35.5807335263,21
45949,-37.5,49.5,"[[50.0, -38.0], [50.0, -37.0], [49.0, -37.0], [49.0, -38.0], [50.0, -38.0]]",17.1657367506,35.5719985962,19
45957,-37.5,57.5,"[[58.0, -38.0], [58.0, -37.0], [57.0, -37.0], [57.0, -38.0], [58.0, -38.0]]",14.9712000275,35.4381010437,25
45984,-37.5,84.5,"[[85.0, -38.0], [85.0, -37.0], [84.0, -37.0], [84.0, -38.0], [85.0, -38.0]]",12.8446499348,34.960260582,20
45985,-37.5,85.5,"[[86.0, -38.0], [86.0, -37.0], [85.0, -37.0], [85.0, -38.0], [86.0, -38.0]]",13.0032728369,34.9684975364,11
45994,-37.5,94.5,"[[95.0, -38.0], [95.0, -37.0], [94.0, -37.0], [94.0, -38.0], [95.0, -38.0]]",12.4894667308,35.0157335917,15
45999,-37.5,99.5,"[[100.0, -38.0], [100.0, -37.0], [99.0, -37.0], [99.0, -38.0], [100.0, -38.0]]",11.8133076154,34.9384906475,13
46000,-37.5,100.5,"[[101.0, -38.0], [101.0, -37.0], [100.0, -37.0], [100.0, -38.0], [101.0, -38.0]]",11.8068946035,34.9487898977,19
46005,-37.5,105.5,"[[106.0, -38.0], [106.0, -37.0], [105.0, -37.0], [105.0, -38.0], [106.0, -38.0]]",12.6088568824,35.172857557,7
46010,-37.5,110.5,"[[111.0, -38.0], [111.0, -37.0], [110.0, -37.0], [110.0, -38.0], [111.0, -38.0]]",13.0942307741,35.2587844653,39
46012,-37.5,112.5,"[[113.0, -38.0], [113.0, -37.0], [112.0, -37.0], [112.0, -38.0], [113.0, -38.0]]",12.7768748999,35.2066259384,8
46015,-37.5,115.5,"[[116.0, -38.0], [116.0, -37.0], [115.0, -37.0], [115.0, -38.0], [116.0, -38.0]]",15.2910000149,35.5998784115,19
46021,-37.5,121.5,"[[122.0, -38.0], [122.0, -37.0], [121.0, -37.0], [121.0, -38.0], [122.0, -38.0]]",13.3116851913,35.1920852661,54
46024,-37.5,124.5,"[[125.0, -38.0], [125.0, -37.0], [124.0, -37.0], [124.0, -38.0], [125.0, -38.0]]",13.3767999172,35.1933012009,20
46054,-37.5,154.5,"[[155.0, -38.0], [155.0, -37.0], [154.0, -37.0], [154.0, -38.0], [155.0, -38.0]]",18.8940768609,35.6927460891,13
46057,-37.5,157.5,"[[158.0, -38.0], [158.0, -37.0], [157.0, -37.0], [157.0, -38.0], [158.0, -38.0]]",17.3688944766,35.5672629507,19
46064,-37.5,164.5,"[[165.0, -38.0], [165.0, -37.0], [164.0, -37.0], [164.0, -38.0], [165.0, -38.0]]",15.3439998627,,4
46079,-37.5,179.5,"[[180.0, -38.0], [180.0, -37.0], [179.0, -37.0], [179.0, -38.0], [180.0, -38.0]]",15.8861537346,35.5177368751,13
46088,-38.5,-171.5,"[[-171.0, -39.0], [-171.0, -38.0], [-172.0, -38.0], [-172.0, -39.0], [-171.0, -39.0]]",14.5407141958,,14
46090,-38.5,-169.5,"[[-169.0, -39.0], [-169.0, -38.0], [-170.0, -38.0], [-170.0, -39.0], [-169.0, -39.0]]",14.1580715179,35.0691887992,14
46099,-38.5,-160.5,"[[-160.0, -39.0], [-160.0, -38.0], [-161.0, -38.0], [-161.0, -39.0], [-160.0, -39.0]]",14.8890001774,34.7952489853,4
46112,-38.5,-147.5,"[[-147.0, -39.0], [-147.0, -38.0], [-148.0, -38.0], [-148.0, -39.0], [-147.0, -39.0]]",13.7219998042,34.6732622782,3
46121,-38.5,-138.5,"[[-138.0, -39.0], [-138.0, -38.0], [-139.0, -38.0], [-139.0, -39.0], [-138.0, -39.0]]",14.4477499962,34.6902503967,20
46142,-38.5,-117.5,"[[-117.0, -39.0], [-117.0, -38.0], [-118.0, -38.0], [-118.0, -39.0], [-117.0, -39.0]]",13.2316665649,34.198668162,3
46154,-38.5,-105.5,"[[-105.0, -39.0], [-105.0, -38.0], [-106.0, -38.0], [-106.0, -39.0], [-105.0, -39.0]]",13.5992591999,34.0385551453,27
46157,-38.5,-102.5,"[[-102.0, -39.0], [-102.0, -38.0], [-103.0, -38.0], [-103.0, -39.0], [-102.0, -39.0]]",13.1743332545,34.0009994507,3
46163,-38.5,-96.5,"[[-96.0, -39.0], [-96.0, -38.0], [-97.0, -38.0], [-97.0, -39.0], [-96.0, -39.0]]",13.427333196,34.023466746,6
46205,-38.5,-54.5,"[[-54.0, -39.0], [-54.0, -38.0], [-55.0, -38.0], [-55.0, -39.0], [-54.0, -39.0]]",18.0049991608,34.6829986572,1
46215,-38.5,-44.5,"[[-44.0, -39.0], [-44.0, -38.0], [-45.0, -38.0], [-45.0, -39.0], [-44.0, -39.0]]",14.971833388,35.2853336334,6
46224,-38.5,-35.5,"[[-35.0, -39.0], [-35.0, -38.0], [-36.0, -38.0], [-36.0, -39.0], [-35.0, -39.0]]",16.2576662699,35.7245890299,3
46225,-38.5,-34.5,"[[-34.0, -39.0], [-34.0, -38.0], [-35.0, -38.0], [-35.0, -39.0], [-34.0, -39.0]]",15.3417999268,35.4603996277,5
46228,-38.5,-31.5,"[[-31.0, -39.0], [-31.0, -38.0], [-32.0, -38.0], [-32.0, -39.0], [-31.0, -39.0]]",15.1177143369,35.4012865339,7
46229,-38.5,-30.5,"[[-30.0, -39.0], [-30.0, -38.0], [-31.0, -38.0], [-31.0, -39.0], [-30.0, -39.0]]",14.6582856859,35.4464274815,7
46241,-38.5,-18.5,"[[-18.0, -39.0], [-18.0, -38.0], [-19.0, -38.0], [-19.0, -39.0], [-18.0, -39.0]]",12.7823999405,35.1366012573,5
46249,-38.5,-10.5,"[[-10.0, -39.0], [-10.0, -38.0], [-11.0, -38.0], [-11.0, -39.0], [-10.0, -39.0]]",12.5517856053,34.9938567025,14
46278,-38.5,18.5,"[[19.0, -39.0], [19.0, -38.0], [18.0, -38.0], [18.0, -39.0], [19.0, -39.0]]",17.8343143463,35.4588576181,35
46280,-38.5,20.5,"[[21.0, -39.0], [21.0, -38.0], [20.0, -38.0], [20.0, -39.0], [21.0, -39.0]]",17.6751484341,35.4290378712,27
46282,-38.5,22.5,"[[23.0, -39.0], [23.0, -38.0], [22.0, -38.0], [22.0, -39.0], [23.0, -39.0]]",18.3376666881,35.8852411199,54
46289,-38.5,29.5,"[[30.0, -39.0], [30.0, -38.0], [29.0, -38.0], [29.0, -39.0], [30.0, -39.0]]",17.7503997803,35.5824005127,5
46292,-38.5,32.5,"[[33.0, -39.0], [33.0, -38.0], [32.0, -38.0], [32.0, -39.0], [33.0, -39.0]]",,35.4230003357,1
46299,-38.5,39.5,"[[40.0, -39.0], [40.0, -38.0], [39.0, -38.0], [39.0, -39.0], [40.0, -39.0]]",12.5013332367,35.0156656901,3
46307,-38.5,47.5,"[[48.0, -39.0], [48.0, -38.0], [47.0, -38.0], [47.0, -39.0], [48.0, -39.0]]",14.9095999241,35.367599678,20
46312,-38.5,52.5,"[[53.0, -39.0], [53.0, -38.0], [52.0, -38.0], [52.0, -39.0], [53.0, -39.0]]",15.2081429618,35.4741418021,7
46315,-38.5,55.5,"[[56.0, -39.0], [56.0, -38.0], [55.0, -38.0], [55.0, -39.0], [56.0, -39.0]]",15.4789999326,35.4963328044,6
46317,-38.5,57.5,"[[58.0, -39.0], [58.0, -38.0], [57.0, -38.0], [57.0, -39.0], [58.0, -39.0]]",14.556769151,35.4106917748,13
46322,-38.5,62.5,"[[63.0, -39.0], [63.0, -38.0], [62.0, -38.0], [62.0, -39.0], [63.0, -39.0]]",14.4713331858,35.3450546265,3
46323,-38.5,63.5,"[[64.0, -39.0], [64.0, -38.0], [63.0, -38.0], [63.0, -39.0], [64.0, -39.0]]",14.1714288167,35.3384284973,7
46339,-38.5,79.5,"[[80.0, -39.0], [80.0, -38.0], [79.0, -38.0], [79.0, -39.0], [80.0, -39.0]]",13.0887000084,35.0261009216,10
46340,-38.5,80.5,"[[81.0, -39.0], [81.0, -38.0], [80.0, -38.0], [80.0, -39.0], [81.0, -39.0]]",13.7116999626,35.0373985291,10
46361,-38.5,101.5,"[[102.0, -39.0], [102.0, -38.0], [101.0, -38.0], [101.0, -39.0], [102.0, -39.0]]",12.2705384768,35.1555070143,13
46366,-38.5,106.5,"[[107.0, -39.0], [107.0, -38.0], [106.0, -38.0], [106.0, -39.0], [107.0, -39.0]]",11.5436665217,34.9939994812,3
46367,-38.5,107.5,"[[108.0, -39.0], [108.0, -38.0], [107.0, -38.0], [107.0, -39.0], [108.0, -39.0]]",13.0460000038,35.2670008341,6
46371,-38.5,111.5,"[[112.0, -39.0], [112.0, -38.0], [111.0, -38.0], [111.0, -39.0], [112.0, -39.0]]",13.9394615613,35.3828477126,13
46375,-38.5,115.5,"[[116.0, -39.0], [116.0, -38.0], [115.0, -38.0], [115.0, -39.0], [116.0, -39.0]]",14.9304000378,35.5571491241,20
46378,-38.5,118.5,"[[119.0, -39.0], [119.0, -38.0], [118.0, -38.0], [118.0, -39.0], [119.0, -39.0]]",11.4280004501,34.8429985046,3
46379,-38.5,119.5,"[[120.0, -39.0], [120.0, -38.0], [119.0, -38.0], [119.0, -39.0], [120.0, -39.0]]",11.271999677,34.7923329671,3
46389,-38.5,129.5,"[[130.0, -39.0], [130.0, -38.0], [129.0, -38.0], [129.0, -39.0], [130.0, -39.0]]",12.7077691738,35.0895385742,13
46392,-38.5,132.5,"[[133.0, -39.0], [133.0, -38.0], [132.0, -38.0], [132.0, -39.0], [133.0, -39.0]]",12.8007144928,35.1087145124,7
46393,-38.5,133.5,"[[134.0, -39.0], [134.0, -38.0], [133.0, -38.0], [133.0, -39.0], [134.0, -39.0]]",12.7908461644,35.1593848008,13
46394,-38.5,134.5,"[[135.0, -39.0], [135.0, -38.0], [134.0, -38.0], [134.0, -39.0], [135.0, -39.0]]",13.7924357683,35.3575882545,39
46424,-38.5,164.5,"[[165.0, -39.0], [165.0, -38.0], [164.0, -38.0], [164.0, -39.0], [165.0, -39.0]]",15.1659555435,35.4060888523,45
46439,-38.5,179.5,"[[180.0, -39.0], [180.0, -38.0], [179.0, -38.0], [179.0, -39.0], [180.0, -39.0]]",15.8200588974,35.4473142437,51
46441,-39.5,-178.5,"[[-178.0, -40.0], [-178.0, -39.0], [-179.0, -39.0], [-179.0, -40.0], [-178.0, -40.0]]",14.8490001361,35.2753334045,6
46460,-39.5,-159.5,"[[-159.0, -40.0], [-159.0, -39.0], [-160.0, -39.0], [-160.0, -40.0], [-159.0, -40.0]]",13.7276152831,34.6946921715,13
46474,-39.5,-145.5,"[[-145.0, -40.0], [-145.0, -39.0], [-146.0, -39.0], [-146.0, -40.0], [-145.0, -40.0]]",13.240000089,34.4322916667,3
46481,-39.5,-138.5,"[[-138.0, -40.0], [-138.0, -39.0], [-139.0, -39.0], [-139.0, -40.0], [-138.0, -40.0]]",13.5686999321,34.6744495392,20
46483,-39.5,-136.5,"[[-136.0, -40.0], [-136.0, -39.0], [-137.0, -39.0], [-137.0, -40.0], [-136.0, -40.0]]",12.794285638,34.4473239354,7
46491,-39.5,-128.5,"[[-128.0, -40.0], [-128.0, -39.0], [-129.0, -39.0], [-129.0, -40.0], [-128.0, -40.0]]",11.8722143854,34.2911431449,14
46494,-39.5,-125.5,"[[-125.0, -40.0], [-125.0, -39.0], [-126.0, -39.0], [-126.0, -40.0], [-125.0, -40.0]]",11.962076884,34.2369226309,26
46522,-39.5,-97.5,"[[-97.0, -40.0], [-97.0, -39.0], [-98.0, -39.0], [-98.0, -40.0], [-97.0, -40.0]]",11.4014000893,33.9320491791,20
46566,-39.5,-53.5,"[[-53.0, -40.0], [-53.0, -39.0], [-54.0, -39.0], [-54.0, -40.0], [-53.0, -40.0]]",16.5901664098,35.6946665446,6
46576,-39.5,-43.5,"[[-43.0, -40.0], [-43.0, -39.0], [-44.0, -39.0], [-44.0, -40.0], [-43.0, -40.0]]",12.717666626,34.6978340149,6
46584,-39.5,-35.5,"[[-35.0, -40.0], [-35.0, -39.0], [-36.0, -39.0], [-36.0, -40.0], [-35.0, -40.0]]",14.8173335393,35.4133326213,3
