timeIdx,timeIdx,endDate,hPres,lPres,nProf,psalMean,psalStd,startDate,tempMean,tempStd,depthMin,depthMax,depthIdx
72,72,2010-08-21,30,20,30,36.55208587646485,0.1125840381641684,2010-07-20,21.183400026957194,0.780724457679502,20,30,2
73,73,2010-09-23,30,20,29,36.5971786235941,0.15633803809140578,2010-08-22,22.261896593817347,0.923279313449926,20,30,2
74,74,2010-10-26,30,20,25,36.63410583496093,0.1506750219375376,2010-09-24,22.22143997192383,0.6048867405834446,20,30,2
75,75,2010-11-28,30,20,24,36.641126314798996,0.1497427265656747,2010-10-27,20.824874877929688,0.9869890480267324,20,30,2
76,76,2010-12-31,30,20,21,36.560433523995535,0.09203703077173718,2010-11-29,18.85499990554083,0.8563558312329261,20,30,2
77,77,2011-02-03,30,20,22,36.441708131269976,0.15886958468835194,2011-01-01,17.54581815546209,0.9482333653157868,20,30,2
78,78,2011-03-09,30,20,23,36.40448794157609,0.12833607032874786,2011-02-04,16.732999926028043,0.7432952158706838,20,30,2
79,79,2011-04-11,30,20,20,36.40611801147461,0.11693509225322048,2011-03-10,16.770950078964233,0.7294380364515128,20,30,2
80,80,2011-05-14,30,20,15,36.40344746907552,0.13289562217581433,2011-04-12,17.41053352355957,0.813062795152435,20,30,2
81,81,2011-06-16,30,20,20,36.482737922668456,0.16115888243838125,2011-05-15,18.678950119018555,1.0534836525111888,20,30,2
82,82,2011-07-19,30,20,49,36.45571517944336,0.15707749957021735,2011-06-17,19.491550990513392,1.2786067533533994,20,30,2
83,83,2011-08-21,30,20,47,36.618748847474436,0.108407123799107,2011-07-20,21.23687240925241,0.686548591548185,20,30,2
84,84,2011-09-23,30,20,39,36.70752598689153,0.09453100158079593,2011-08-22,22.63687187586075,0.3597193828822614,20,30,2
85,85,2011-10-26,30,20,45,36.73275722927517,0.09685132171182508,2011-09-24,22.432444381713868,0.4960823067872801,20,30,2
86,86,2011-11-28,30,20,42,36.5613226209368,0.14071849366577224,2011-10-27,20.371166728791735,0.9666764416806486,20,30,2
87,87,2011-12-31,30,20,40,36.54066438674927,0.14604918958805865,2011-11-29,18.450150060653687,0.7932885740257581,20,30,2
88,88,2012-02-03,30,20,29,36.504334022258895,0.14781678479289245,2012-01-01,17.453241348266598,0.7423458848438674,20,30,2
89,89,2012-03-08,30,20,14,36.50560678754534,0.07138455451190846,2012-02-04,16.67750017983573,0.4762840509275436,20,30,2
90,90,2012-04-11,30,20,16,36.525719404220574,0.08840987777657885,2012-03-09,16.931999921798706,0.5425458107056658,20,30,2
91,91,2012-05-14,30,20,14,36.54069219316755,0.10805007198001364,2012-04-12,17.580428668430873,0.4102008582900052,20,30,2
92,92,2012-06-16,30,20,54,36.388622001365384,0.15176183113269334,2012-05-15,18.246666590372726,1.1849271423584649,20,30,2
93,93,2012-07-19,30,20,53,36.46341057543485,0.14375061995180494,2012-06-17,19.783924498648013,1.1488310514377158,20,30,2
94,94,2012-08-21,30,20,58,36.51499616688695,0.15004674361712214,2012-07-20,20.91481037797599,1.4165796902100514,20,30,2
95,95,2012-09-23,30,20,41,36.62206370656082,0.15404988993438512,2012-08-22,22.207926819964158,1.9496603048076016,20,30,2
96,96,2012-10-26,30,20,58,36.590886567768294,0.1917132609319392,2012-09-24,22.123224061110925,1.4811079907828562,20,30,2
97,97,2012-11-28,30,20,61,36.56725692749024,0.11661042009311165,2012-10-27,20.77091811133213,0.9954980981575436,20,30,2
98,98,2012-12-31,30,20,80,36.49252257347107,0.12219704099481153,2012-11-29,18.0353999376297,0.969346515195916,20,30,2
99,99,2013-02-03,30,20,75,36.476639556884756,0.13399197339651164,2013-01-01,17.564226633707687,0.8241714273791884,20,30,2
100,100,2013-03-09,30,20,102,36.39866570865407,0.09328869090344608,2013-02-04,16.592441147448973,0.7027585880837142,20,30,2
101,101,2013-04-11,30,20,70,36.333948734828404,0.11088361488229967,2013-03-10,16.139357103620256,0.8179195186538263,20,30,2
102,102,2013-05-14,30,20,77,36.35896657968496,0.13411660207491335,2013-04-12,17.330311762822138,0.7501433700931741,20,30,2
103,103,2013-06-16,30,20,79,36.4617454432234,0.09378266137002908,2013-05-15,17.96862030029297,0.6186616979338833,20,30,2
104,104,2013-07-19,30,20,86,36.50792685220408,0.11402300506979547,2013-06-17,19.400034837944567,0.7355703039467204,20,30,2
105,105,2013-08-21,30,20,93,36.598450076195505,0.12331390777602358,2013-07-20,21.300602184828893,0.8820654302363796,20,30,2
106,106,2013-09-23,30,20,94,36.70797319615141,0.0935791387200314,2013-08-22,22.191127533608295,0.4255803520635613,20,30,2
107,107,2013-10-26,30,20,97,36.640972530718926,0.1168176397696247,2013-09-24,22.215299016421604,0.5785553550121142,20,30,2
108,108,2013-11-28,30,20,99,36.636519460967094,0.11041100592969344,2013-10-27,20.8138283045605,0.8126241707776376,20,30,2
109,109,2013-12-31,30,20,105,36.576461065383185,0.12068964392204735,2013-11-29,18.8365047454834,0.8563829201677087,20,30,2
110,110,2014-02-03,30,20,104,36.531106802133415,0.1050948767805224,2014-01-01,17.798740377792946,0.6883050983324863,20,30,2
111,111,2014-03-09,30,20,89,36.65332982781228,0.5642805493213424,2014-02-04,16.425943910405874,1.2716153677443849,20,30,2
112,112,2014-04-11,30,20,73,36.445204956890784,0.10494829790586964,2014-03-10,16.768232828950232,0.5690339707737165,20,30,2
113,113,2014-05-14,30,20,76,36.44511769947253,0.08887913750059928,2014-04-12,17.74188164660805,0.5962948359929024,20,30,2
114,114,2014-06-16,30,20,68,36.443288803100586,0.16534735371187018,2014-05-15,18.526573489694034,0.9401549659533809,20,30,2
115,115,2014-07-19,30,20,85,36.51725845336914,0.1841973804935704,2014-06-17,20.505541206808648,0.7567747310456173,20,30,2
116,116,2014-08-21,30,20,110,36.570563957907936,0.14287217161330634,2014-07-20,21.872690946405587,0.5785805961191223,20,30,2
117,117,2014-09-23,30,20,103,36.54981742784815,0.1540613299706319,2014-08-22,23.392359205820032,0.8754690995166541,20,30,2
118,118,2014-10-26,30,20,115,36.61861850904382,0.1660132216556037,2014-09-24,22.85042608509893,0.6148828331683707,20,30,2
119,119,2014-11-28,30,20,127,36.554502562275076,0.16423055091165634,2014-10-27,21.342456697479008,0.9934362592820716,20,30,2
120,120,2014-12-31,30,20,148,36.448176383972175,0.15047864185487292,2014-11-29,18.211405431902087,0.8195972819808062,20,30,2
121,121,2015-02-03,30,20,91,36.43053780021248,0.15549960639333044,2015-01-01,17.015494545737464,0.6608962947563886,20,30,2
122,122,2015-03-09,30,20,112,36.314337355749956,0.17996540790978874,2015-02-04,16.040964313915794,0.6056397053019436,20,30,2
123,123,2015-04-11,30,20,78,36.3531182607015,0.1433129951695867,2015-03-10,16.078897378383537,0.6985535990260755,20,30,2
124,124,2015-05-14,30,20,89,36.397316707653935,0.11343887177563887,2015-04-12,17.326235878333616,0.6074872062414151,20,30,2
125,125,2015-06-16,30,20,89,36.42232710591863,0.17493825655290532,2015-05-15,18.53019112147642,0.8603782521004778,20,30,2
126,126,2015-07-19,30,20,86,36.432687360186904,0.17786273248217402,2015-06-17,20.19783727512803,1.0475916293030538,20,30,2
127,127,2015-08-21,30,20,116,36.526568906060575,0.2964191748614099,2015-07-20,22.184646540674674,1.515306509852968,20,30,2
128,128,2015-09-23,30,20,72,36.54952785703871,0.3054508356178653,2015-08-22,22.6902915901608,1.4423439835202632,20,30,2
129,129,2015-10-26,30,20,54,36.6471294120506,0.14856620445449004,2015-09-24,22.803148163689514,0.8511917536534711,20,30,2
130,130,2015-11-28,30,20,45,36.48997768825955,0.14673398169246274,2015-10-27,20.510066604614263,1.047145955977126,20,30,2
131,131,2015-12-31,30,20,52,36.43371163881742,0.1565605677925415,2015-11-29,18.76471163676335,0.8575855385984149,20,30,2
132,132,2016-02-03,30,20,51,36.359313291661884,0.1426385895046893,2016-01-01,17.605372671987496,0.7962319038521931,20,30,2
133,133,2016-03-08,30,20,51,36.37484337301815,0.1643162557904849,2016-02-04,16.87092163983513,1.1194358684352508,20,30,2
134,134,2016-04-11,30,20,38,36.39802631578947,0.16955195601334427,2016-03-09,16.606105252316123,0.9472425054165344,20,30,2
135,135,2016-05-14,30,20,30,36.46430002848307,0.08368291129632108,2016-04-12,17.719099871317546,0.586926094301001,20,30,2
136,136,2016-06-16,30,20,34,36.460882523480585,0.12914596948096208,2016-05-15,18.772764766917508,1.006891489259308,20,30,2
137,137,2016-07-19,30,20,28,36.52342850821359,0.16259515759300244,2016-06-17,20.722392899649485,0.4569607200718377,20,30,2
138,138,2016-08-21,30,20,45,36.554688856336796,0.11786904600962328,2016-07-20,21.96057781643338,1.1404881369387083,20,30,2
139,139,2016-09-23,30,20,55,36.5930910283869,0.10383996878341588,2016-08-22,22.98698165199973,0.7476294187886185,20,30,2
140,140,2016-10-26,30,20,61,36.40395080066118,0.20783734752186253,2016-09-24,20.56249180778128,1.549906798660287,20,30,2
141,141,2016-11-28,30,20,31,36.48700000393775,0.1894877417557718,2016-10-27,20.782161343482233,0.8344040921595897,20,30,2
142,142,2016-12-31,30,20,17,36.502412010641656,0.10241468772776298,2016-11-29,19.2453530255486,0.647763986420946,20,30,2
143,143,2017-02-03,30,20,18,36.45338906182183,0.08372034675042933,2017-01-01,17.694944487677677,0.6378040759867261,20,30,2
144,144,2017-03-09,30,20,18,36.41294479370117,0.08542810362500257,2017-02-04,16.933333502875435,0.5452526820840397,20,30,2
145,145,2017-04-11,30,20,20,36.35160007476807,0.16591001772693129,2017-03-10,16.759200000762938,0.6782888059982752,20,30,2
146,146,2017-05-14,30,20,15,36.39313303629557,0.1196493035479434,2017-04-12,18.031466801961265,0.9813463787887452,20,30,2
147,147,2017-06-16,30,20,16,36.466250419616706,0.15943136586539575,2017-05-15,19.48306238651276,0.8932040788613399,20,30,2
148,148,2017-07-19,30,20,14,36.5449286869594,0.1254527117192614,2017-06-17,21.193499973842076,0.8187309615352196,20,30,2
149,149,2017-08-21,30,20,16,36.62837529182435,0.1726448668930384,2017-07-20,22.28237521648407,0.5926277562936755,20,30,2
150,150,2017-09-23,30,20,33,36.6013938441421,0.1450451760407259,2017-08-22,22.37324234933564,0.6905687923778598,20,30,2
151,151,2017-10-26,30,20,34,36.623970929314105,0.15893240105443202,2017-09-24,22.182705879211426,0.504148721614611,20,30,2
152,152,2017-11-28,30,20,45,36.550511084662546,0.1958361284231364,2017-10-27,20.842866812811963,1.0132295774708358,20,30,2
153,153,2017-12-31,30,20,42,36.5505242120652,0.1399200282685404,2017-11-29,19.451523780822754,0.6225611450557802,20,30,2
154,154,2018-02-03,30,20,31,36.56438692154423,0.11494718143775465,2018-01-01,18.383129119873047,0.6231606962367965,20,30,2
155,155,2018-03-09,30,20,43,36.45144209750863,0.09447921538821186,2018-02-04,16.975046379621638,0.5066079852729968,20,30,2
156,156,2018-04-11,30,20,52,36.438345835759094,0.1040528789592438,2018-03-10,17.040903880045963,0.577176377522606,20,30,2
157,157,2018-05-14,30,20,5,36.41679992675781,0.2900437668713245,2018-04-12,17.076200103759767,1.47903106765323,20,30,2
0,0,2004-02-03,40,30,3,36.42011388142904,0.07079202317598401,2004-01-01,17.122333526611328,0.3548551906187113,30,40,3
1,1,2004-03-08,40,30,4,36.398734092712395,0.10071570792647334,2004-02-04,16.961750030517578,0.6172460410743292,30,40,3
2,2,2004-04-11,40,30,3,36.4453379313151,0.10333708961251377,2004-03-09,16.929000218709312,0.4635442699540437,30,40,3
3,3,2004-05-14,40,30,9,36.46802775065104,0.10505769283531168,2004-04-12,17.04655541314019,0.5561299302357287,30,40,3
4,4,2004-06-16,40,30,9,36.46742502848307,0.11540760874831615,2004-05-15,17.56488863627116,0.7868561534333735,30,40,3
5,5,2004-07-19,40,30,8,36.532463550567634,0.1627084467119395,2004-06-17,18.97224998474121,0.9444177591350369,30,40,3
6,6,2004-08-21,40,30,11,36.6231013211337,0.12185480211740625,2004-07-20,21.175818183205344,0.9962061471844258,30,40,3
7,7,2004-09-23,40,30,9,36.645707872178825,0.18704692990512287,2004-08-22,22.342000113593212,1.4292216090622585,30,40,3
8,8,2004-10-26,40,30,7,36.806109292166575,0.14567725754709174,2004-09-24,22.646285738263806,0.6769607809976945,30,40,3
9,9,2004-11-28,40,30,11,36.65037883411754,0.1929216283182198,2004-10-27,20.475727081298828,1.35315502330661,30,40,3
10,10,2004-12-31,40,30,8,36.52063035964966,0.2153315587319465,2004-11-29,17.978125095367428,1.3012187588096975,30,40,3
11,11,2005-02-03,40,30,9,36.427001953125,0.20744593901065667,2005-01-01,16.680111037360295,1.1592941070113774,30,40,3
12,12,2005-03-09,40,30,9,36.34889221191406,0.16222261712657945,2005-02-04,15.890111181471086,0.9662555426849836,30,40,3
13,13,2005-04-11,40,30,8,36.271777153015144,0.1538793846515957,2005-03-10,15.845750212669373,0.7157846540246633,30,40,3
14,14,2005-05-14,40,30,10,36.32949542999268,0.20382008614224006,2005-04-12,16.426399993896485,1.0525031827407527,30,40,3
15,15,2005-06-16,40,30,12,36.428968811035155,0.1929326631428068,2005-05-15,18.10583289464315,0.9484580779990278,30,40,3
16,16,2005-07-19,40,30,9,36.44817406790597,0.19046836635501546,2005-06-17,19.214444478352863,1.1031677229468768,30,40,3
17,17,2005-08-21,40,30,8,36.60946960449219,0.09912424923719984,2005-07-20,21.2024998664856,0.7280517388199098,30,40,3
18,18,2005-09-23,40,30,9,36.72394688924154,0.16188615212605464,2005-08-22,21.339999940660263,1.5130335656104854,30,40,3
19,19,2005-10-26,40,30,22,36.46712393509714,0.256510984630485,2005-09-24,20.356500018726692,1.8106998951334847,30,40,3
20,20,2005-11-28,40,30,16,36.47500419616699,0.18441466175279567,2005-10-27,19.87418758869171,1.127194306709118,30,40,3
21,21,2005-12-31,40,30,12,36.44891707102458,0.19494878018251072,2005-11-29,17.58608341217041,1.2028560484733402,30,40,3
22,22,2006-02-03,40,30,17,36.4072348650764,0.16003039381708056,2006-01-01,16.292882302228147,0.991585148775356,30,40,3
23,23,2006-03-09,40,30,19,36.30305929744946,0.12436580138538078,2006-02-04,15.43278950139096,0.7723720137898472,30,40,3
24,24,2006-04-11,40,30,22,36.31553370157878,0.14703807687880424,2006-03-10,15.541318156502463,0.7721046222742951,30,40,3
25,25,2006-05-14,40,30,22,36.29751052856445,0.13800884777075215,2006-04-12,16.470681884072043,0.810428239579048,30,40,3
26,26,2006-06-16,40,30,18,36.38943714565701,0.13306728797620265,2006-05-15,17.74822213914659,0.967230938915878,30,40,3
27,27,2006-07-19,40,30,18,36.3886227077908,0.12694150970723106,2006-06-17,18.720055474175343,1.3322161171263094,30,40,3
28,28,2006-08-21,40,30,22,36.37112079967152,0.1912339488564868,2006-07-20,19.52990904721347,1.5932175101486596,30,40,3
29,29,2006-09-23,40,30,20,36.505854679987976,0.2108962389329749,2006-08-22,21.000799846649173,1.3453105540559778,30,40,3
30,30,2006-10-26,40,30,28,36.543809618268696,0.1744736933862334,2006-09-24,21.880000046321324,1.1750124347628317,30,40,3
31,31,2006-11-28,40,30,24,36.51371717453003,0.18092221640020212,2006-10-27,20.809583504994713,0.8966719232039255,30,40,3
32,32,2006-12-31,40,30,26,36.52320421659029,0.1269257876586021,2006-11-29,18.886769368098328,0.7614130601906486,30,40,3
33,33,2007-02-03,40,30,30,36.49841918945312,0.14157293638799331,2007-01-01,17.832866668701172,0.7920365291234542,30,40,3
34,34,2007-03-09,40,30,30,36.42193412780762,0.12568926891146842,2007-02-04,17.179100163777672,0.7326970004761362,30,40,3
35,35,2007-04-11,40,30,28,36.38713104248047,0.1579521931607574,2007-03-10,16.821464334215438,0.8368135664201567,30,40,3
36,36,2007-05-14,40,30,25,36.40381709012118,0.15722594549521726,2007-04-12,17.12675994873047,0.8848092646488002,30,40,3
37,37,2007-06-16,40,30,33,36.458333841959636,0.1098613674023306,2007-05-15,18.004242405746922,0.8461742500446919,30,40,3
38,38,2007-07-19,40,30,35,36.5845957994461,0.145222481368764,2007-06-17,19.848542840140208,1.0187440681488142,30,40,3
39,39,2007-08-21,40,30,32,36.68628442698512,0.1152686956983092,2007-07-20,21.30174988508225,0.7033113428955915,30,40,3
40,40,2007-09-23,40,30,31,36.723978315080906,0.12366625557023316,2007-08-22,21.779838623539096,0.4899599643292738,30,40,3
41,41,2007-10-26,40,30,38,36.773436939015106,0.11542287593557846,2007-09-24,21.7986579694246,0.7121998656349269,30,40,3
42,42,2007-11-28,40,30,47,36.75937599359557,0.10594906955697388,2007-10-27,20.964127723206865,0.7153742890038289,30,40,3
43,43,2007-12-31,40,30,40,36.67341562219568,0.10114913576844248,2007-11-29,19.279449939727787,0.649232148117688,30,40,3
44,44,2008-02-03,40,30,46,36.602872394380114,0.07390572697310227,2008-01-01,18.207630323327106,0.6097640658283092,30,40,3
45,45,2008-03-08,40,30,41,36.5855278968811,0.06939305686183013,2008-02-04,17.859292704884602,0.5225383211708697,30,40,3
46,46,2008-04-11,40,30,31,36.54347118254631,0.08836460925540134,2008-03-09,17.515870986446256,0.4468974135080012,30,40,3
47,47,2008-05-14,40,30,34,36.54947460398955,0.09871351830157256,2008-04-12,17.89341163635254,0.4581031540065914,30,40,3
48,48,2008-06-16,40,30,33,36.5631489609227,0.1569755406603984,2008-05-15,18.787151510065254,0.8881618462748071,30,40,3
49,49,2008-07-19,40,30,29,36.647872793263396,0.18987871232589712,2008-06-17,20.327172378013877,1.1856144897297556,30,40,3
50,50,2008-08-21,40,30,33,36.773712967381336,0.32973490038329817,2008-07-20,21.18624224807277,1.790508102382031,30,40,3
51,51,2008-09-23,40,30,32,36.800727367401116,0.17225560830504744,2008-08-22,22.447656214237213,1.2918940066307805,30,40,3
52,52,2008-10-26,40,30,22,36.80514959855513,0.10782882861988324,2008-09-24,22.307954354719683,0.40132807143644,30,40,3
53,53,2008-11-28,40,30,17,36.78669514375574,0.10146820359588936,2008-10-27,20.36488241307876,0.720453189662043,30,40,3
54,54,2008-12-31,40,30,18,36.64884969923232,0.09737873157113293,2008-11-29,18.161555396185978,0.7718309050029865,30,40,3
55,55,2009-02-03,40,30,26,36.602916277371925,0.107883787619392,2009-01-01,17.663884676419773,0.774989117941553,30,40,3
56,56,2009-03-09,40,30,30,36.50786043802897,0.10252808854930984,2009-02-04,16.818000062306723,0.6292798344748165,30,40,3
57,57,2009-04-11,40,30,28,36.49388231549944,0.10198170462758699,2009-03-10,16.826142821993148,0.6227925071919467,30,40,3
